"Table_Number","Year","Measure","Age","Remoteness","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"11A.2","2017-18","Ambulance activity and resources","All ages","All areas","","Patients","Transported","","","","","CAA (unpublished)","no.","698914","724536","928401","296756","255922","60444","34138","40226","3039337"
"11A.2","2017-18","Ambulance activity and resources","All ages","All areas","","Patients","Treated not transported","","","","","CAA (unpublished)","no.","167774","97975","118344","32381","23505","16190","6907","7358","470434"
"11A.2","2017-18","Ambulance activity and resources","All ages","All areas","","Patients","Total patients","","","","","Derived from CAA (unpublished)","no.","866688","822511","1046745","329137","279427","76634","41045","47584","3509771"
"11A.2","2017-18","Ambulance activity and resources","All ages","All areas","","Patients","Per 1 000 population","","","","","Derived from CAA (unpublished); ABS Quarterly Population Estimates (ERP)","rate","109.5","128.8","210.8","127.3","161.7","146.1","98.7","192.9","141.7"
"11A.2","2017-18","Ambulance activity and resources","All ages","All areas","","Transport","Ambulance general purpose","","","","","CAA (unpublished)","no.","929","655","961","476","258","108","25","32","3444"
"11A.2","2017-18","Ambulance activity and resources","All ages","All areas","","Transport","Patient transport vehicles","","","","","CAA (unpublished)","no.","21","63","81","73","24","12","5","4","283"
"11A.2","2017-18","Ambulance activity and resources","All ages","All areas","","Transport","Operational support vehicles","","","","","CAA (unpublished)","no.","345","332","250","42","98","34","9","9","1119"
"11A.2","2017-18","Ambulance activity and resources","All ages","All areas","","Transport","Special operations vehicles","","","","","CAA (unpublished)","no.","54","22","38","5","42","3","0","9","173"
"11A.2","2017-18","Ambulance activity and resources","All ages","All areas","","Transport","Administrative and other vehicles","","","","","Derived from CAA (unpublished)","no.","127","165","122","96","33","7","2","6","558"
"11A.2","2017-18","Ambulance activity and resources","All ages","All areas","","Transport","Total transport","","","","","Derived from CAA (unpublished)","no.","1476","1237","1452","692","455","164","41","60","5577"
"11A.2","2017-18","Ambulance activity and resources","All ages","All areas","","Transport","Total road fleet","","","","","CAA (unpublished)","m km","41.7","35.9","41.2","8.3","13.2","3.7","1.3","1.3","146.6"
"11A.2","2017-18","Ambulance activity and resources","All ages","All areas","","Transport","Air ambulance aircraft","","","","","CAA (unpublished)","no.","20","10","26","24","8","3","1","0","92"
"11A.2","2016-17","Ambulance activity and resources","All ages","All areas","","Incidents","Emergency incidents","","","","","CAA (unpublished)","no.","378870","279332","357363","98885","138420","34354","16068","16282","1319574"
"11A.2","2016-17","Ambulance activity and resources","All ages","All areas","","Incidents","Urgent incidents","","","","","CAA (unpublished)","no.","395267","218507","409933","64572","91416","34438","26030","17478","1257641"
"11A.2","2016-17","Ambulance activity and resources","All ages","All areas","","Incidents","Non-emergency incidents","","","","","CAA (unpublished)","no.","115333","352125","272537","131585","59389","12140","10143","9163","962415"
"11A.2","2016-17","Ambulance activity and resources","All ages","All areas","","Incidents","Casualty room attendances","","","","","CAA (unpublished)","no.","..","..","239","..","..","..","..","..","239"
"11A.2","2016-17","Ambulance activity and resources","All ages","All areas","","Incidents","Total incidents","","","","","Derived from CAA (unpublished)","no.","889470","849964","1040072","295042","289225","80932","52241","42923","3539869"
"11A.2","2016-17","Ambulance activity and resources","All ages","All areas","","Incidents","Per 1 000 population","","","","","Derived from CAA (unpublished); ABS Quarterly Population Estimates (ERP)","rate","114.1","136.1","213.0","114.9","168.5","155.9","128.5","175.2","145.2"
"11A.2","2016-17","Ambulance activity and resources","All ages","All areas","","Response locations","With paid staff only","","","","","CAA (unpublished)","no.","226","169","239","30","43","13","8","8","736"
"11A.2","2016-17","Ambulance activity and resources","All ages","All areas","","Response locations","With mixed paid and volunteer staff","","","","","CAA (unpublished)","no.","5","74","0","15","3","17","0","0","114"
"11A.2","2016-17","Ambulance activity and resources","All ages","All areas","","Response locations","With volunteer staff only","","","","","CAA (unpublished)","no.","13","25","28","144","73","19","0","0","302"
"11A.2","2016-17","Ambulance activity and resources","All ages","All areas","","Response locations","Total response locations","","","","","Derived from CAA (unpublished)","no.","244","268","267","189","119","49","8","8","1152"
"11A.2","2016-17","Ambulance activity and resources","All ages","All areas","","Response locations","Per 100 000 population","","","","","Derived from CAA (unpublished); ABS Quarterly Population Estimates (ERP)","rate","3.1","4.3","5.5","7.4","6.9","9.4","2.0","3.3","4.7"
"11A.2","2016-17","Ambulance activity and resources","All ages","All areas","","First responder locations","Ambulance","","","","","CAA (unpublished)","no.","7","51","23","1664","10","5","0","1","1761"
"11A.2","2016-17","Ambulance activity and resources","All ages","All areas","","First responder locations","Third party","","","","","CAA (unpublished)","no.","27","72","0","474","13","4","0","0","590"
"11A.2","2016-17","Ambulance activity and resources","All ages","All areas","","Responses","Emergency responses","","","","","CAA (unpublished)","no.","497377","408946","453942","121508","194008","43064","18297","17069","1754211"
"11A.2","2016-17","Ambulance activity and resources","All ages","All areas","","Responses","Urgent responses","","","","","CAA (unpublished)","no.","488422","277643","451464","88271","124045","37316","23454","19159","1509774"
"11A.2","2016-17","Ambulance activity and resources","All ages","All areas","","Responses","Non-emergency responses","","","","","CAA (unpublished)","no.","136302","405738","280494","163800","80289","11984","10143","16496","1105246"
"11A.2","2016-17","Ambulance activity and resources","All ages","All areas","","Responses","Total responses","","","","","Derived from CAA (unpublished)","no.","1122101","1092327","1185900","373579","398342","92364","51894","52724","4369231"
"11A.2","2016-17","Ambulance activity and resources","All ages","All areas","","Responses","Per 1 000 population","","","","","Derived from CAA (unpublished); ABS Quarterly Population Estimates (ERP)","rate","143.9","174.9","242.8","145.5","232.0","177.9","127.7","215.2","179.2"
"11A.2","2016-17","Ambulance activity and resources","All ages","All areas","","Patients","Transported","","","","","CAA (unpublished)","no.","670120","678895","884808","272347","243332","56540","33016","38256","2877314"
"11A.2","2016-17","Ambulance activity and resources","All ages","All areas","","Patients","Treated not transported","","","","","CAA (unpublished)","no.","172827","95962","103658","31672","24655","14570","6823","5928","456095"
"11A.2","2016-17","Ambulance activity and resources","All ages","All areas","","Patients","Total patients","","","","","Derived from CAA (unpublished)","no.","842947","774857","988466","304019","267987","71110","39839","44184","3333409"
"11A.2","2016-17","Ambulance activity and resources","All ages","All areas","","Patients","Per 1 000 population","","","","","Derived from CAA (unpublished); ABS Quarterly Population Estimates (ERP)","rate","108.1","124.1","202.4","118.4","156.1","137.0","98.0","180.3","136.7"
"11A.2","2016-17","Ambulance activity and resources","All ages","All areas","","Transport","Ambulance general purpose","","","","","CAA (unpublished)","no.","939","628","933","481","256","108","25","32","3402"
"11A.2","2016-17","Ambulance activity and resources","All ages","All areas","","Transport","Patient transport vehicles","","","","","CAA (unpublished)","no.","21","64","77","59","28","12","4","4","269"
"11A.2","2016-17","Ambulance activity and resources","All ages","All areas","","Transport","Operational support vehicles","","","","","CAA (unpublished)","no.","339","327","244","41","101","34","10","8","1104"
"11A.2","2016-17","Ambulance activity and resources","All ages","All areas","","Transport","Special operations vehicles","","","","","CAA (unpublished)","no.","56","20","24","5","40","3","0","7","155"
"11A.2","2016-17","Ambulance activity and resources","All ages","All areas","","Transport","Administrative and other vehicles","","","","","Derived from CAA (unpublished)","no.","128","163","122","102","38","7","6","11","577"
"11A.2","2016-17","Ambulance activity and resources","All ages","All areas","","Transport","Total transport","","","","","Derived from CAA (unpublished)","no.","1483","1202","1400","688","463","164","45","62","5507"
"11A.2","2016-17","Ambulance activity and resources","All ages","All areas","","Transport","Total road fleet","","","","","CAA (unpublished)","m km","40.9","35.6","40.7","7.6","12.2","3.7","1.2","1.2","143.1"
"11A.2","2016-17","Ambulance activity and resources","All ages","All areas","","Transport","Air ambulance aircraft","","","","","CAA (unpublished)","no.","22","9","25","23","8","3","1","0","91"
"11A.2","2015-16","Ambulance activity and resources","All ages","All areas","","Incidents","Emergency incidents","","","","","CAA (unpublished)","no.","397951","342480","342613","95199","132997","40935","16918","15283","1384376"
"11A.2","2015-16","Ambulance activity and resources","All ages","All areas","","Incidents","Urgent incidents","","","","","CAA (unpublished)","no.","360611","199339","390377","61440","86523","23506","23504","18927","1164227"
"11A.2","2015-16","Ambulance activity and resources","All ages","All areas","","Incidents","Non-emergency incidents","","","","","CAA (unpublished)","no.","129630","293827","252817","122658","60951","12494","9514","7164","889055"
"11A.2","2015-16","Ambulance activity and resources","All ages","All areas","","Incidents","Casualty room attendances","","","","","CAA (unpublished)","no.","..","..","322","..","..","..","..","..","322"
"11A.2","2015-16","Ambulance activity and resources","All ages","All areas","","Incidents","Total incidents","","","","","Derived from CAA (unpublished)","no.","888192","835646","986129","279297","280471","76935","49936","41374","3437980"
"11A.2","2015-16","Ambulance activity and resources","All ages","All areas","","Incidents","Per 1 000 population","","","","","Derived from CAA (unpublished); ABS Quarterly Population Estimates (ERP)","rate","115.8","137.1","205.2","109.6","164.4","149.2","125.2","169.5","143.3"
"11A.2","2015-16","Ambulance activity and resources","All ages","All areas","","Response locations","With paid staff only","","","","","CAA (unpublished)","no.","225","162","237","30","41","13","8","8","724"
